id,DAYS_BIRTH,OCCUPATION_TYPE,NAME_INCOME_TYPE,NAME_EDUCATION_TYPE,prediction
8863,-12167,"",Commercial associate,Secondary / secondary special,0.0
8864,-12167,"",Commercial associate,Secondary / secondary special,0.0
8865,-12167,"",Commercial associate,Secondary / secondary special,0.0
8866,-15034,Managers,Commercial associate,Higher education,1.0
8867,-15034,Managers,Commercial associate,Higher education,1.0
8868,-15034,Managers,Commercial associate,Higher education,1.0
8869,-15034,Managers,Commercial associate,Higher education,1.0
8870,-15034,Managers,Commercial associate,Higher education,1.0
8871,-15034,Managers,Commercial associate,Higher education,1.0
8872,-15034,Managers,Commercial associate,Higher education,1.0
8873,-15034,Managers,Commercial associate,Higher education,1.0
8874,-15034,Managers,Commercial associate,Higher education,1.0
8875,-15034,Managers,Commercial associate,Higher education,1.0
8876,-15034,Managers,Commercial associate,Higher education,1.0
8877,-15034,Managers,Commercial associate,Higher education,1.0
8878,-15034,Managers,Commercial associate,Higher education,1.0
8879,-15034,Managers,Commercial associate,Higher education,1.0
8880,-15034,Managers,Commercial associate,Higher education,1.0
8881,-15034,Managers,Commercial associate,Higher education,1.0
8882,-15034,Managers,Commercial associate,Higher education,1.0
8883,-15034,Managers,Commercial associate,Higher education,1.0
8884,-13729,"",Working,Secondary / secondary special,0.0
8885,-13729,"",Working,Secondary / secondary special,0.0
8886,-13729,"",Working,Secondary / secondary special,0.0
8887,-13729,"",Working,Secondary / secondary special,0.0
8888,-13729,"",Working,Secondary / secondary special,0.0
8889,-13729,"",Working,Secondary / secondary special,0.0
8890,-13729,"",Working,Secondary / secondary special,0.0
8891,-13729,"",Working,Secondary / secondary special,0.0
8892,-13729,"",Working,Secondary / secondary special,0.0
8893,-13729,"",Working,Secondary / secondary special,0.0
8894,-13729,"",Working,Secondary / secondary special,0.0
8895,-11977,Core staff,State servant,Secondary / secondary special,1.0
8896,-11977,Core staff,State servant,Secondary / secondary special,1.0
8897,-11977,Core staff,State servant,Secondary / secondary special,1.0
8898,-11977,Core staff,State servant,Secondary / secondary special,1.0
8899,-11977,Core staff,State servant,Secondary / secondary special,1.0
8900,-11977,Core staff,State servant,Secondary / secondary special,1.0
8901,-11977,Core staff,State servant,Secondary / secondary special,1.0
8902,-11977,Core staff,State servant,Secondary / secondary special,1.0
8903,-11977,Core staff,State servant,Secondary / secondary special,1.0
8904,-11977,Core staff,State servant,Secondary / secondary special,1.0
8905,-11977,Core staff,State servant,Secondary / secondary special,1.0
8906,-11977,Core staff,State servant,Secondary / secondary special,1.0
8907,-11508,Core staff,Commercial associate,Secondary / secondary special,1.0
8908,-11508,Core staff,Commercial associate,Secondary / secondary special,1.0
8909,-11508,Core staff,Commercial associate,Secondary / secondary special,1.0
8910,-21054,Core staff,Working,Lower secondary,1.0
8911,-21054,Core staff,Working,Lower secondary,1.0
8912,-9187,Laborers,Working,Secondary / secondary special,1.0
8913,-9187,Laborers,Working,Secondary / secondary special,1.0
8914,-9187,Laborers,Working,Secondary / secondary special,1.0
8915,-9187,Laborers,Working,Secondary / secondary special,1.0
8916,-9187,Laborers,Working,Secondary / secondary special,1.0
8917,-9187,Laborers,Working,Secondary / secondary special,1.0
8918,-9187,Laborers,Working,Secondary / secondary special,1.0
8919,-9187,Laborers,Working,Secondary / secondary special,1.0
8920,-11888,Medicine staff,Commercial associate,Secondary / secondary special,0.0
8921,-11888,Medicine staff,Commercial associate,Secondary / secondary special,0.0
8922,-11888,Medicine staff,Commercial associate,Secondary / secondary special,0.0
8923,-13504,Core staff,Working,Secondary / secondary special,1.0
8924,-13504,Core staff,Working,Secondary / secondary special,1.0
8925,-13504,Core staff,Working,Secondary / secondary special,1.0
8926,-13504,Core staff,Working,Secondary / secondary special,1.0
8927,-13504,Core staff,Working,Secondary / secondary special,1.0
8928,-13504,Core staff,Working,Secondary / secondary special,1.0
8929,-13504,Core staff,Working,Secondary / secondary special,1.0
8930,-15140,Laborers,Commercial associate,Secondary / secondary special,1.0
8931,-15140,Laborers,Commercial associate,Secondary / secondary special,1.0
8932,-15140,Laborers,Commercial associate,Secondary / secondary special,1.0
8933,-15140,Laborers,Commercial associate,Secondary / secondary special,1.0
8934,-15140,Laborers,Commercial associate,Secondary / secondary special,1.0
8935,-15140,Laborers,Commercial associate,Secondary / secondary special,1.0
8936,-14287,Managers,Working,Higher education,1.0
8937,-14287,Managers,Working,Higher education,1.0
8938,-14287,Managers,Working,Higher education,1.0
8939,-14287,Managers,Working,Higher education,1.0
8940,-14287,Managers,Working,Higher education,1.0
8941,-14287,Managers,Working,Higher education,1.0
8942,-14287,Managers,Working,Higher education,1.0
8943,-12297,Managers,Commercial associate,Higher education,1.0
8944,-12297,Managers,Commercial associate,Higher education,1.0
8945,-12297,Managers,Commercial associate,Higher education,1.0
8946,-12297,Managers,Commercial associate,Higher education,1.0
8947,-12297,Managers,Commercial associate,Higher education,1.0
8948,-12297,Managers,Commercial associate,Higher education,1.0
8949,-12297,Managers,Commercial associate,Higher education,1.0
8950,-12297,Managers,Commercial associate,Higher education,1.0
8951,-12297,Managers,Commercial associate,Higher education,1.0
8952,-12297,Managers,Commercial associate,Higher education,1.0
8953,-12297,Managers,Commercial associate,Higher education,1.0
8954,-12119,Drivers,State servant,Secondary / secondary special,1.0
8955,-12119,Drivers,State servant,Secondary / secondary special,1.0
8956,-12119,Drivers,State servant,Secondary / secondary special,1.0
8957,-12119,Drivers,State servant,Secondary / secondary special,1.0
8958,-10650,Core staff,Working,Higher education,1.0
8959,-10650,Core staff,Working,Higher education,1.0
8960,-10650,Core staff,Working,Higher education,1.0
8961,-10650,Core staff,Working,Higher education,1.0
8962,-10650,Core staff,Working,Higher education,1.0
8963,-10650,Core staff,Working,Higher education,1.0
8964,-10650,Core staff,Working,Higher education,1.0
8965,-10650,Core staff,Working,Higher education,1.0
8966,-10650,Core staff,Working,Higher education,1.0
8967,-10650,Core staff,Working,Higher education,1.0
8968,-10650,Core staff,Working,Higher education,1.0
8969,-13631,"",Commercial associate,Higher education,0.0
8970,-13631,"",Commercial associate,Higher education,0.0
8971,-13631,"",Commercial associate,Higher education,0.0
8972,-13631,"",Commercial associate,Higher education,0.0
8973,-17262,Drivers,Working,Higher education,1.0
8974,-14566,Laborers,Commercial associate,Secondary / secondary special,1.0
8975,-9956,Managers,Commercial associate,Higher education,1.0
8976,-9956,Managers,Commercial associate,Higher education,1.0
8977,-9956,Managers,Commercial associate,Higher education,1.0
8978,-9956,Managers,Commercial associate,Higher education,1.0
8979,-17231,Laborers,Working,Secondary / secondary special,1.0
8980,-17231,Laborers,Working,Secondary / secondary special,1.0
8981,-17231,Laborers,Working,Secondary / secondary special,1.0
8982,-17231,Laborers,Working,Secondary / secondary special,1.0
8983,-17231,Laborers,Working,Secondary / secondary special,1.0
8984,-17231,Laborers,Working,Secondary / secondary special,1.0
8985,-16031,Sales staff,Working,Secondary / secondary special,1.0
8986,-17578,Laborers,Commercial associate,Secondary / secondary special,1.0
8987,-17578,Laborers,Commercial associate,Secondary / secondary special,1.0
8988,-17578,Laborers,Commercial associate,Secondary / secondary special,1.0
8989,-17578,Laborers,Commercial associate,Secondary / secondary special,1.0
8990,-15487,Laborers,Working,Secondary / secondary special,1.0
8991,-15487,Laborers,Working,Secondary / secondary special,1.0
8992,-15487,Laborers,Working,Secondary / secondary special,1.0
8993,-15487,Laborers,Working,Secondary / secondary special,1.0
8994,-13408,Laborers,Working,Secondary / secondary special,1.0
8995,-13408,Laborers,Working,Secondary / secondary special,1.0
8996,-13408,Laborers,Working,Secondary / secondary special,1.0
8997,-13408,Laborers,Working,Secondary / secondary special,1.0
8998,-13408,Laborers,Working,Secondary / secondary special,1.0
8999,-13408,Laborers,Working,Secondary / secondary special,1.0
9000,-13408,Laborers,Working,Secondary / secondary special,1.0
9001,-13408,Laborers,Working,Secondary / secondary special,1.0
9002,-13408,Laborers,Working,Secondary / secondary special,1.0
9003,-13408,Laborers,Working,Secondary / secondary special,1.0
9004,-13408,Laborers,Working,Secondary / secondary special,1.0
9005,-9883,Sales staff,Working,Secondary / secondary special,1.0
9006,-10015,Secretaries,Working,Higher education,1.0
9007,-10015,Secretaries,Working,Higher education,1.0
9008,-10015,Secretaries,Working,Higher education,1.0
9009,-10015,Secretaries,Working,Higher education,1.0
9010,-20687,Drivers,Working,Secondary / secondary special,1.0
9011,-20687,Drivers,Working,Secondary / secondary special,1.0
9012,-20687,Drivers,Working,Secondary / secondary special,1.0
9013,-20459,"",Pensioner,Secondary / secondary special,0.0
9014,-20459,"",Pensioner,Secondary / secondary special,0.0
9015,-20459,"",Pensioner,Secondary / secondary special,0.0
9016,-20459,"",Pensioner,Secondary / secondary special,0.0
9017,-20459,"",Pensioner,Secondary / secondary special,0.0
9018,-20459,"",Pensioner,Secondary / secondary special,0.0
9019,-20459,"",Pensioner,Secondary / secondary special,0.0
9020,-20459,"",Pensioner,Secondary / secondary special,0.0
9021,-20459,"",Pensioner,Secondary / secondary special,0.0
9022,-20459,"",Pensioner,Secondary / secondary special,0.0
9023,-20459,"",Pensioner,Secondary / secondary special,0.0
9024,-20459,"",Pensioner,Secondary / secondary special,0.0
9025,-20459,"",Pensioner,Secondary / secondary special,0.0
9026,-20459,"",Pensioner,Secondary / secondary special,0.0
9027,-13970,Sales staff,Working,Secondary / secondary special,1.0
9028,-13970,Sales staff,Working,Secondary / secondary special,1.0
9029,-13970,Sales staff,Working,Secondary / secondary special,1.0
9030,-13970,Sales staff,Working,Secondary / secondary special,1.0
9031,-13970,Sales staff,Working,Secondary / secondary special,1.0
9032,-15395,Drivers,Working,Secondary / secondary special,1.0
9033,-15395,Drivers,Working,Secondary / secondary special,1.0
9034,-15395,Drivers,Working,Secondary / secondary special,1.0
9035,-15952,Sales staff,Working,Secondary / secondary special,1.0
9036,-15952,Sales staff,Working,Secondary / secondary special,1.0
9037,-15952,Sales staff,Working,Secondary / secondary special,1.0
9038,-15952,Sales staff,Working,Secondary / secondary special,1.0
9039,-14394,Laborers,Working,Secondary / secondary special,1.0
9040,-14394,Laborers,Working,Secondary / secondary special,1.0
9041,-19817,Cleaning staff,Commercial associate,Secondary / secondary special,0.0
9042,-19817,Cleaning staff,Commercial associate,Secondary / secondary special,0.0
9043,-19817,Cleaning staff,Commercial associate,Secondary / secondary special,0.0
9044,-19817,Cleaning staff,Commercial associate,Secondary / secondary special,0.0
9045,-19817,Cleaning staff,Commercial associate,Secondary / secondary special,0.0
9046,-19817,Cleaning staff,Commercial associate,Secondary / secondary special,0.0
9047,-19817,Cleaning staff,Commercial associate,Secondary / secondary special,0.0
9048,-20299,"",Pensioner,Secondary / secondary special,0.0
9049,-20299,"",Pensioner,Secondary / secondary special,0.0
9050,-20299,"",Pensioner,Secondary / secondary special,0.0
9051,-12559,Medicine staff,Working,Secondary / secondary special,1.0
9052,-12559,Medicine staff,Working,Secondary / secondary special,1.0
9053,-12559,Medicine staff,Working,Secondary / secondary special,1.0
9054,-12559,Medicine staff,Working,Secondary / secondary special,1.0
9055,-18688,Sales staff,Working,Secondary / secondary special,1.0
9056,-18688,Sales staff,Working,Secondary / secondary special,1.0
9057,-18688,Sales staff,Working,Secondary / secondary special,1.0
9058,-18688,Sales staff,Working,Secondary / secondary special,1.0
9059,-19092,"",Commercial associate,Higher education,0.0
9060,-19092,"",Commercial associate,Higher education,0.0
9061,-19092,"",Commercial associate,Higher education,0.0
9062,-19092,"",Commercial associate,Higher education,0.0
9063,-16425,Drivers,Commercial associate,Secondary / secondary special,0.0
9064,-16425,Drivers,Commercial associate,Secondary / secondary special,0.0
9065,-16425,Drivers,Commercial associate,Secondary / secondary special,0.0
9066,-16425,Drivers,Commercial associate,Secondary / secondary special,0.0
9067,-16425,Drivers,Commercial associate,Secondary / secondary special,0.0
9068,-23451,"",Pensioner,Secondary / secondary special,0.0
9069,-23451,"",Pensioner,Secondary / secondary special,0.0
9070,-23451,"",Pensioner,Secondary / secondary special,0.0
9071,-23451,"",Pensioner,Secondary / secondary special,0.0
9072,-23451,"",Pensioner,Secondary / secondary special,0.0
9073,-23641,"",Pensioner,Secondary / secondary special,0.0
9074,-23641,"",Pensioner,Secondary / secondary special,0.0
9075,-23641,"",Pensioner,Secondary / secondary special,0.0
9076,-23641,"",Pensioner,Secondary / secondary special,0.0
9077,-14878,Managers,Working,Higher education,1.0
9078,-14878,Managers,Working,Higher education,1.0
9079,-14878,Managers,Working,Higher education,1.0
9080,-14878,Managers,Working,Higher education,1.0
9081,-14878,Managers,Working,Higher education,1.0
9082,-14878,Managers,Working,Higher education,1.0
9083,-14878,Managers,Working,Higher education,1.0
9084,-14878,Managers,Working,Higher education,1.0
9085,-18854,"",Pensioner,Higher education,0.0
9086,-18854,"",Pensioner,Higher education,0.0
9087,-18854,"",Pensioner,Higher education,0.0
