id,Anonym_DAYS_BIRTH,Anonym_DAYS_EMPLOYED,Anonym_OCCUPATION_TYPE,Anonym_CODE_GENDER,Anonym_NAME_INCOME_TYPE,Anonym_NAME_EDUCATION_TYPE,Anonym_NAME_FAMILY_STATUS,Anonym_NAME_HOUSING_TYPE,AMT_INCOME_TOTAL
8331,[(-24878)-(-8568)],[(-13382)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,315000
8332,[(-24831)-(-8781)],[(-8469)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,315000
8333,[(-24691)-(-8655)],[(-9485)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,315000
8334,[(-24831)-(-9387)],[(-10110)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,315000
8335,[(-24589)-(-8041)],[(-10936)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,315000
8336,[(-24878)-(-8568)],[(-13382)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,315000
8337,[(-24206)-(-7489)],[(-10936)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,315000
8338,[(-24691)-(-8475)],[(-14338)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,126000
8339,[(-23734)-(-8477)],[(-14338)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,126000
8340,[(-23646)-(-8655)],[(-8684)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,135000
8341,[(-24691)-(-8111)],[(-12032)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,135000
8342,[(-24831)-(-8696)],[(-11589)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,135000
8343,[(-23646)-(-8488)],[(-14338)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,135000
8344,[(-24166)-(-8209)],[(-11693)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,135000
8345,[(-24691)-(-8717)],[(-11202)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,135000
8346,[(-23442)-(-8477)],[(-10236)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,225000
8347,[(-23886)-(-8843)],[(-10236)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,225000
8348,[(-24878)-(-8655)],[(-11202)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,225000
8349,[(-24482)-(-8488)],[(-13382)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,225000
8350,[(-24878)-(-8568)],[(-13382)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,225000
8351,[(-23570)-(-8568)],[(-12621)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,225000
8352,[(-24691)-(-9746)],[(-9748)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,225000
8353,[(-24589)-(-8696)],[(-10217)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,225000
8354,[(-24878)-(-9154)],[(-12032)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,225000
8355,[(-25140)-(-8111)],[(-10777)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,225000
8356,[(-24831)-(-8041)],[(-11202)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,225000
8357,[(-24202)-(-8603)],[(-13382)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,225000
8358,[(-23768)-(-9547)],[(-10217)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,225000
8359,[(-24831)-(-8351)],[(-11693)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,225000
8360,[(-24691)-(-9130)],[(-14338)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,225000
8361,[(-24831)-(-8781)],[(-10777)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,225000
8362,[(-24831)-(-9087)],[(-6610)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,225000
8363,[(-24831)-(-9387)],[(-10110)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,225000
8364,[(-24206)-(-7489)],[(-10936)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,225000
8365,[(-23768)-(-8520)],[(-10361)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,225000
8366,[(-24691)-(-8655)],[(-13415)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,112500
8367,[(-23646)-(-8488)],[(-14338)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,112500
8368,[(-24206)-(-7489)],[(-10936)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,112500
8369,[(-23768)-(-9547)],[(-10217)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,112500
8370,[(-23734)-(-8477)],[(-14338)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,112500
8371,[(-24482)-(-9413)],[(-11332)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,112500
8372,[(-24878)-(-8993)],[(-12032)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,112500
8373,[(-23570)-(-8568)],[(-12621)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,112500
8374,[(-23768)-(-8520)],[(-10361)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,112500
8375,[(-24482)-(-9080)],[(-8859)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,112500
8376,[(-23886)-(-9080)],[(-10777)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,112500
8377,[(-24482)-(-9413)],[(-11332)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,112500
8378,[(-24482)-(-8489)],[(-10110)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,67500
8379,[(-23646)-(-8488)],[(-14338)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,67500
8380,[(-24278)-(-9235)],[(-11589)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,67500
8381,[(-24166)-(-8179)],[(-6791)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,67500
8382,[(-24831)-(-9087)],[(-6610)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,67500
8383,[(-24691)-(-8111)],[(-12032)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,67500
8384,[(-24589)-(-9187)],[(-12591)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,67500
8385,[(-24589)-(-8041)],[(-10936)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,67500
8386,[(-24166)-(-8209)],[(-11693)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,67500
8387,[(-24303)-(-9119)],[(-13415)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,67500
8388,[(-24878)-(-8993)],[(-12032)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,180000
8389,[(-25140)-(-8111)],[(-10777)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,247500
8390,[(-24878)-(-8568)],[(-13382)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,247500
8391,[(-24278)-(-8893)],[(-12621)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,247500
8392,[(-24742)-(-8717)],[(-9748)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,247500
8393,[(-25140)-(-8657)],[(-9870)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,247500
8394,[(-25140)-(-8657)],[(-9870)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,247500
8395,[(-24303)-(-8717)],[(-9748)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,247500
8396,[(-24831)-(-8696)],[(-10047)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,247500
8397,[(-24742)-(-8717)],[(-9748)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,67500
8398,[(-24831)-(-8477)],[(-13382)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,67500
8399,[(-24691)-(-8534)],[(-12032)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,67500
8400,[(-24482)-(-9413)],[(-11332)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,67500
8401,[(-24589)-(-8655)],[(-10777)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,67500
8402,[(-23570)-(-8568)],[(-12621)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,67500
8403,[(-24206)-(-8097)],[(-11954)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,67500
8404,[(-24691)-(-9130)],[(-14338)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,67500
8405,[(-24831)-(-8738)],[(-13415)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,67500
8406,[(-24691)-(-9800)],[(-11589)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,67500
8407,[(-24202)-(-8696)],[(-8410)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,67500
8408,[(-23646)-(-8488)],[(-14338)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,67500
8409,[(-24831)-(-8477)],[(-13382)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,67500
8410,[(-23886)-(-9080)],[(-10777)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,292500
8411,[(-24206)-(-9115)],[(-12032)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,292500
8412,[(-24831)-(-8781)],[(-10777)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,292500
8413,[(-23734)-(-8477)],[(-14338)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,112500
8414,[(-23442)-(-8527)],[(-13699)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,112500
8415,[(-24202)-(-8696)],[(-8410)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,153000
8416,[(-24206)-(-8097)],[(-11954)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,153000
8417,[(-24166)-(-8482)],[(-13415)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,153000
8418,[(-24278)-(-8893)],[(-12621)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,153000
8419,[(-24311)-(-8488)],[(-12253)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,153000
8420,[(-25140)-(-8657)],[(-9870)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,153000
8421,[(-24482)-(-9080)],[(-8859)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,153000
8422,[(-24166)-(-9075)],[(-14338)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,135000
8423,[(-24691)-(-9461)],[(-12621)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,135000
8424,[(-24878)-(-8655)],[(-11202)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,135000
8425,[(-24067)-(-8533)],[(-11954)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,225000
8426,[(-23768)-(-8347)],[(-11693)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,225000
8427,[(-24691)-(-9190)],[(-13415)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,112500
8428,[(-24831)-(-9387)],[(-10110)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,81000
8429,[(-24311)-(-8488)],[(-12253)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,81000
8430,[(-24831)-(-8041)],[(-11589)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,81000
8431,[(-24831)-(-8781)],[(-10777)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,81000
8432,[(-24878)-(-9154)],[(-12032)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,112500
8433,[(-24166)-(-8041)],[(-11693)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,112500
8434,[(-24831)-(-9387)],[(-10110)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,112500
8435,[(-24831)-(-8041)],[(-11202)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,112500
8436,[(-24278)-(-8861)],[(-10236)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,112500
8437,[(-23868)-(-8231)],[(-13382)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,202500
8438,[(-23646)-(-8655)],[(-8684)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,133650
8439,[(-23868)-(-8231)],[(-13382)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,133650
8440,[(-24166)-(-8843)],[(-13382)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,133650
8441,[(-24202)-(-8696)],[(-8410)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,133650
8442,[(-24166)-(-8843)],[(-13382)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,133650
8443,[(-24303)-(-8717)],[(-9748)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,135000
8444,[(-24311)-(-8488)],[(-12253)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,135000
8445,[(-24575)-(-9270)],[(-13415)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,135000
8446,[(-24166)-(-8843)],[(-13382)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,103500
8447,[(-24831)-(-8477)],[(-13382)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,103500
8448,[(-24589)-(-9187)],[(-12591)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,103500
8449,[(-24166)-(-8378)],[(-10361)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,103500
8450,[(-24742)-(-8069)],[(-12591)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,103500
8451,[(-24691)-(-9746)],[(-9748)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,103500
8452,[(-24589)-(-8488)],[(-12591)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,103500
8453,[(-23751)-(-8562)],[(-11589)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,103500
8454,[(-23886)-(-8843)],[(-10236)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,103500
8455,[(-24878)-(-7723)],[(-12032)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,103500
8456,[(-24691)-(-8111)],[(-12032)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,202500
8457,[(-24691)-(-9115)],[(-11202)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,202500
8458,[(-24166)-(-8378)],[(-10361)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,202500
8459,[(-24166)-(-8209)],[(-11693)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,270000
8460,[(-23570)-(-8568)],[(-12621)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,270000
8461,[(-24202)-(-8696)],[(-8410)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,270000
8462,[(-24589)-(-8488)],[(-12591)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,270000
8463,[(-24278)-(-8861)],[(-10236)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,337500
8464,[(-24691)-(-9461)],[(-12621)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,202500
8465,[(-23886)-(-9839)],[(-9559)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,202500
8466,[(-24831)-(-8520)],[(-10936)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,202500
8467,[(-23768)-(-9547)],[(-10217)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,202500
8468,[(-24691)-(-9115)],[(-11202)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,202500
8469,[(-24482)-(-9080)],[(-8859)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,202500
8470,[(-24303)-(-8717)],[(-9748)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,180000
8471,[(-25140)-(-8657)],[(-9870)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,180000
8472,[(-24878)-(-9154)],[(-12032)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,180000
8473,[(-24831)-(-8041)],[(-11589)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,180000
8474,[(-24878)-(-7723)],[(-12032)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,180000
8475,[(-24878)-(-8655)],[(-11202)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,157500
8476,[(-24831)-(-8781)],[(-10777)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,157500
8477,[(-23868)-(-8533)],[(-9748)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,157500
8478,[(-25140)-(-9187)],[(-13415)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,112500
8479,[(-24831)-(-8475)],[(-14127)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,112500
