id,DAYS_BIRTH,DAYS_EMPLOYED,OCCUPATION_TYPE,CODE_GENDER,NAME_INCOME_TYPE,NAME_EDUCATION_TYPE,NAME_FAMILY_STATUS,NAME_HOUSING_TYPE,AMT_INCOME_TOTAL,Cluster
9371,-17406,-4586,"",M,Working,Secondary / secondary special,Married,House / apartment,90000,Cluster 98
9519,-21766,365243,"",F,Pensioner,Secondary / secondary special,Single / not married,House / apartment,193500,Cluster 98
9523,-21766,365243,"",F,Pensioner,Secondary / secondary special,Single / not married,House / apartment,193500,Cluster 98
9622,-9749,-635,Secretaries,F,State servant,Higher education,Married,House / apartment,135000,Cluster 98
9924,-16407,-2089,High skill tech staff,M,Working,Higher education,Married,House / apartment,252000,Cluster 98
9999,-17669,-6592,Accountants,F,Working,Secondary / secondary special,Married,House / apartment,112500,Cluster 98
100,-15519,-3234,Laborers,F,Commercial associate,Secondary / secondary special,Single / not married,Rented apartment,297000,Cluster 98
491,-19692,-5273,Laborers,F,Commercial associate,Secondary / secondary special,Married,House / apartment,135000,Cluster 98
1464,-13247,-5823,Core staff,F,Working,Secondary / secondary special,Married,House / apartment,157500,Cluster 98
1591,-11864,-4513,Drivers,F,Working,Higher education,Married,House / apartment,90000,Cluster 98
2241,-21845,365243,"",F,Pensioner,Incomplete higher,Widow,House / apartment,189000,Cluster 98
2492,-18745,-3653,Cleaning staff,M,Commercial associate,Secondary / secondary special,Separated,House / apartment,202500,Cluster 98
2540,-20858,365243,"",F,Pensioner,Secondary / secondary special,Widow,House / apartment,189000,Cluster 98
2612,-13156,-1917,Laborers,F,Working,Incomplete higher,Married,House / apartment,166500,Cluster 98
3672,-11279,-508,Laborers,M,Working,Secondary / secondary special,Married,House / apartment,112500,Cluster 98
4435,-17297,-3482,Laborers,F,Working,Secondary / secondary special,Married,House / apartment,121500,Cluster 98
4480,-21365,365243,"",F,Pensioner,Secondary / secondary special,Married,House / apartment,135000,Cluster 98
4976,-10186,-2315,Medicine staff,F,Commercial associate,Secondary / secondary special,Married,House / apartment,135000,Cluster 98
5060,-14071,-3806,Laborers,M,Working,Secondary / secondary special,Married,House / apartment,112500,Cluster 98
5254,-14558,-1250,High skill tech staff,F,Commercial associate,Higher education,Married,House / apartment,337500,Cluster 98
5597,-16043,-3837,High skill tech staff,F,Commercial associate,Higher education,Married,House / apartment,90000,Cluster 98
5897,-12648,-2132,"",M,Working,Higher education,Married,House / apartment,202500,Cluster 98
5941,-13295,-975,Laborers,M,Working,Secondary / secondary special,Single / not married,House / apartment,135000,Cluster 98
5984,-20013,365243,"",F,Pensioner,Secondary / secondary special,Married,House / apartment,135000,Cluster 98
6006,-18652,-5633,Laborers,F,Commercial associate,Secondary / secondary special,Married,House / apartment,90000,Cluster 98
6211,-12521,-3837,"",F,Working,Secondary / secondary special,Civil marriage,House / apartment,360000,Cluster 98
6269,-14697,-1767,Sales staff,F,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,130500,Cluster 98
6612,-17587,-3411,Cleaning staff,F,Working,Secondary / secondary special,Married,House / apartment,67500,Cluster 98
6697,-12478,-3569,Managers,F,Commercial associate,Secondary / secondary special,Married,House / apartment,225000,Cluster 98
6968,-16511,-3148,Laborers,F,Working,Secondary / secondary special,Married,House / apartment,225000,Cluster 98
7077,-21967,365243,"",F,Pensioner,Secondary / secondary special,Civil marriage,House / apartment,81000,Cluster 98
7104,-18042,-1603,Laborers,F,Commercial associate,Higher education,Single / not married,House / apartment,225000,Cluster 98
7399,-19996,-691,Managers,M,Commercial associate,Higher education,Married,House / apartment,540000,Cluster 98
7615,-13108,-1299,"",F,Working,Secondary / secondary special,Married,House / apartment,135000,Cluster 98
7976,-20768,365243,"",F,Pensioner,Secondary / secondary special,Married,House / apartment,117000,Cluster 98
8089,-13049,-6399,Medicine staff,F,State servant,Secondary / secondary special,Married,House / apartment,252000,Cluster 98
8106,-11979,-2959,Sales staff,F,Working,Secondary / secondary special,Married,House / apartment,202500,Cluster 98
8236,-16721,-1965,Laborers,M,State servant,Secondary / secondary special,Married,With parents,180000,Cluster 98
8453,-23751,365243,"",F,Pensioner,Secondary / secondary special,Widow,House / apartment,103500,Cluster 98
8535,-12767,-4614,Sales staff,F,Commercial associate,Secondary / secondary special,Married,House / apartment,225000,Cluster 98
9134,-13290,365243,"",F,Pensioner,Secondary / secondary special,Widow,House / apartment,202500,Cluster 98
17,-17778,-1194,Laborers,M,Commercial associate,Secondary / secondary special,Married,House / apartment,135000,Cluster 98
397,-14201,-2139,"",F,Commercial associate,Secondary / secondary special,Married,House / apartment,135000,Cluster 98
440,-15140,-4816,Cleaning staff,F,Working,Secondary / secondary special,Civil marriage,House / apartment,130500,Cluster 98
547,-19304,-464,Core staff,F,Working,Secondary / secondary special,Single / not married,House / apartment,90000,Cluster 98
912,-10435,-1713,Core staff,M,Working,Higher education,Married,With parents,166500,Cluster 98
1495,-13768,-4666,Secretaries,F,State servant,Higher education,Married,House / apartment,270000,Cluster 98
1513,-10053,-1652,Sales staff,M,Working,Secondary / secondary special,Married,House / apartment,112500,Cluster 98
1635,-8843,-495,Laborers,M,Working,Secondary / secondary special,Married,House / apartment,112500,Cluster 98
1803,-18656,-2656,Laborers,F,Commercial associate,Secondary / secondary special,Married,House / apartment,90000,Cluster 98
1815,-17864,-7070,"",F,Working,Secondary / secondary special,Married,House / apartment,90000,Cluster 98
2928,-15170,-7979,High skill tech staff,F,Commercial associate,Secondary / secondary special,Separated,House / apartment,135000,Cluster 98
3196,-14166,-2404,Medicine staff,M,State servant,Secondary / secondary special,Married,House / apartment,405000,Cluster 98
3438,-11998,-1497,Managers,F,Working,Higher education,Widow,House / apartment,202500,Cluster 98
3486,-18902,-8649,Managers,F,Working,Higher education,Married,House / apartment,202500,Cluster 98
3542,-15752,-2770,Core staff,M,State servant,Secondary / secondary special,Married,House / apartment,189000,Cluster 98
3623,-23007,-11589,Cleaning staff,F,Working,Secondary / secondary special,Single / not married,House / apartment,180000,Cluster 98
4139,-17585,-235,Drivers,M,Commercial associate,Secondary / secondary special,Married,House / apartment,202500,Cluster 98
4185,-16274,-1513,Cooking staff,F,Working,Secondary / secondary special,Married,House / apartment,90000,Cluster 98
4228,-23391,365243,"",M,Pensioner,Secondary / secondary special,Married,House / apartment,112500,Cluster 98
4304,-18898,-1322,"",M,Commercial associate,Higher education,Married,House / apartment,180000,Cluster 98
4349,-14487,-2538,Core staff,F,Working,Incomplete higher,Married,House / apartment,292500,Cluster 98
5090,-12348,-1220,Managers,F,State servant,Secondary / secondary special,Married,House / apartment,315000,Cluster 98
5102,-8562,-246,Secretaries,F,State servant,Higher education,Single / not married,House / apartment,135000,Cluster 98
5236,-14195,-6881,Laborers,M,Commercial associate,Higher education,Single / not married,House / apartment,225000,Cluster 98
5436,-11640,-1676,Sales staff,F,Working,Secondary / secondary special,Married,House / apartment,117000,Cluster 98
5836,-11352,-671,Laborers,M,Working,Secondary / secondary special,Married,With parents,81000,Cluster 98
6709,-21304,365243,"",F,Pensioner,Lower secondary,Single / not married,House / apartment,202500,Cluster 98
6837,-13539,-1653,Core staff,F,Commercial associate,Incomplete higher,Civil marriage,House / apartment,202500,Cluster 98
7025,-18979,-4609,Laborers,M,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,99000,Cluster 98
7070,-17482,-2264,Sales staff,F,Working,Secondary / secondary special,Separated,House / apartment,270000,Cluster 98
7294,-20296,365243,"",F,Pensioner,Secondary / secondary special,Married,House / apartment,206100,Cluster 98
7553,-15836,-3034,"",F,Working,Secondary / secondary special,Married,House / apartment,135000,Cluster 98
8005,-17642,-3325,Laborers,M,Working,Secondary / secondary special,Single / not married,Municipal apartment,202500,Cluster 98
8253,-22581,365243,"",M,Pensioner,Secondary / secondary special,Married,House / apartment,112500,Cluster 98
8496,-15161,-7140,Core staff,F,Commercial associate,Higher education,Single / not married,House / apartment,180000,Cluster 98
8712,-9746,-1268,Medicine staff,F,Working,Incomplete higher,Single / not married,With parents,315000,Cluster 98
9077,-14878,-6685,Managers,M,Working,Higher education,Married,House / apartment,292500,Cluster 98
9086,-18854,365243,"",M,Pensioner,Higher education,Married,House / apartment,144000,Cluster 98
16,-17778,-1194,Laborers,M,Commercial associate,Secondary / secondary special,Married,House / apartment,135000,Cluster 98
272,-13679,-4391,Accountants,F,Commercial associate,Secondary / secondary special,Married,House / apartment,270000,Cluster 98
294,-15737,-432,"",F,Commercial associate,Higher education,Separated,With parents,157500,Cluster 98
693,-21316,365243,"",F,Pensioner,Secondary / secondary special,Married,House / apartment,112500,Cluster 98
1206,-8824,-739,Laborers,M,Working,Secondary / secondary special,Married,House / apartment,90000,Cluster 98
1304,-20387,365243,"",F,Pensioner,Secondary / secondary special,Married,House / apartment,126000,Cluster 98
1477,-11912,-2200,High skill tech staff,M,State servant,Higher education,Married,House / apartment,675000,Cluster 98
2000,-20227,-5416,Core staff,F,Working,Secondary / secondary special,Widow,House / apartment,202500,Cluster 98
2022,-20208,-8033,"",F,Working,Secondary / secondary special,Married,House / apartment,166500,Cluster 98
2142,-14129,-5758,"",M,Working,Higher education,Single / not married,House / apartment,110250,Cluster 98
2337,-18136,-10110,High skill tech staff,F,State servant,Secondary / secondary special,Married,House / apartment,144000,Cluster 98
2359,-22917,365243,"",M,Pensioner,Secondary / secondary special,Married,House / apartment,67500,Cluster 98
2453,-21456,-425,Medicine staff,F,Commercial associate,Secondary / secondary special,Married,House / apartment,112500,Cluster 98
2744,-13100,-2013,"",F,Working,Secondary / secondary special,Single / not married,Rented apartment,180000,Cluster 98
2849,-15812,-4231,Accountants,F,Commercial associate,Incomplete higher,Married,House / apartment,202500,Cluster 98
2888,-13297,-762,Sales staff,M,Commercial associate,Secondary / secondary special,Married,House / apartment,207000,Cluster 98
3125,-21412,365243,"",F,Pensioner,Secondary / secondary special,Married,House / apartment,67500,Cluster 98
1863,-20399,365243,"",F,Pensioner,Higher education,Married,House / apartment,81000,Cluster 99
3501,-14100,-3623,Private service staff,F,Commercial associate,Higher education,Married,House / apartment,225000,Cluster 99
3701,-11709,-4983,Laborers,F,Commercial associate,Secondary / secondary special,Single / not married,Municipal apartment,175500,Cluster 99
3909,-24278,365243,"",M,Pensioner,Secondary / secondary special,Married,House / apartment,81000,Cluster 99
4426,-19718,-925,Medicine staff,F,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,292500,Cluster 99
4990,-12337,-458,Cooking staff,F,State servant,Secondary / secondary special,Civil marriage,House / apartment,202500,Cluster 99
5032,-20967,365243,"",F,Pensioner,Secondary / secondary special,Widow,House / apartment,270000,Cluster 99
5118,-23289,365243,"",M,Pensioner,Secondary / secondary special,Civil marriage,House / apartment,180000,Cluster 99
5169,-14425,-4568,Laborers,F,Working,Secondary / secondary special,Married,House / apartment,157500,Cluster 99
5459,-13903,-3410,High skill tech staff,F,Working,Higher education,Married,House / apartment,112500,Cluster 99
5559,-18259,-5756,Sales staff,F,Working,Higher education,Married,House / apartment,112500,Cluster 99
6526,-9901,-124,Drivers,M,Commercial associate,Secondary / secondary special,Married,House / apartment,180000,Cluster 99
6890,-24247,-377,Security staff,M,Commercial associate,Secondary / secondary special,Married,House / apartment,225000,Cluster 99
7030,-22447,365243,"",F,Pensioner,Secondary / secondary special,Separated,House / apartment,81000,Cluster 99
7329,-9190,-933,Core staff,F,Working,Higher education,Married,House / apartment,180000,Cluster 99
7602,-19338,-1695,Drivers,M,Working,Secondary / secondary special,Married,House / apartment,171000,Cluster 99
8258,-11974,-1388,Sales staff,F,Working,Secondary / secondary special,Separated,House / apartment,225000,Cluster 99
8463,-11230,-200,Core staff,F,Commercial associate,Higher education,Married,House / apartment,337500,Cluster 99
8893,-13729,-1146,"",M,Working,Secondary / secondary special,Single / not married,House / apartment,180000,Cluster 99
9142,-13290,365243,"",F,Pensioner,Secondary / secondary special,Widow,House / apartment,202500,Cluster 99
9933,-13666,-2089,Core staff,F,Working,Secondary / secondary special,Married,House / apartment,202500,Cluster 99
22,-10031,-1469,Laborers,F,Working,Secondary / secondary special,Married,House / apartment,157500,Cluster 99
274,-13679,-4391,Accountants,F,Commercial associate,Secondary / secondary special,Married,House / apartment,270000,Cluster 99
1408,-14148,-1591,High skill tech staff,F,Working,Higher education,Married,House / apartment,225000,Cluster 99
1856,-10556,-1379,Managers,F,Working,Secondary / secondary special,Married,House / apartment,360000,Cluster 99
